,ECG I,ECG I filtered
0 days 00:00:05.054000,0.52,0.54
0 days 00:00:05.056000,0.425,0.465
0 days 00:00:05.058000,0.335,0.365
0 days 00:00:05.060000,0.245,0.26
0 days 00:00:05.062000,0.13,0.15
0 days 00:00:05.064000,0.02,0.045
0 days 00:00:05.066000,-0.09,-0.04
0 days 00:00:05.068000,-0.165,-0.105
0 days 00:00:05.070000,-0.17,-0.145
0 days 00:00:05.072000,-0.145,-0.165
0 days 00:00:05.074000,-0.125,-0.165
0 days 00:00:05.076000,-0.125,-0.15
0 days 00:00:05.078000,-0.115,-0.135
0 days 00:00:05.080000,-0.105,-0.115
0 days 00:00:05.082000,-0.095,-0.095
0 days 00:00:05.084000,-0.07,-0.085
0 days 00:00:05.086000,-0.06,-0.075
0 days 00:00:05.088000,-0.04,-0.075
0 days 00:00:05.090000,-0.04,-0.075
0 days 00:00:05.092000,-0.035,-0.075
0 days 00:00:05.094000,-0.055,-0.07
0 days 00:00:05.096000,-0.07,-0.07
0 days 00:00:05.098000,-0.085,-0.065
0 days 00:00:05.100000,-0.085,-0.06
0 days 00:00:05.102000,-0.08,-0.055
0 days 00:00:05.104000,-0.065,-0.05
0 days 00:00:05.106000,-0.05,-0.05
0 days 00:00:05.108000,-0.035,-0.05
0 days 00:00:05.110000,-0.025,-0.05
0 days 00:00:05.112000,-0.025,-0.05
0 days 00:00:05.114000,-0.03,-0.05
0 days 00:00:05.116000,-0.025,-0.05
0 days 00:00:05.118000,-0.06,-0.045
0 days 00:00:05.120000,-0.075,-0.045
0 days 00:00:05.122000,-0.07,-0.045
0 days 00:00:05.124000,-0.06,-0.045
0 days 00:00:05.126000,-0.05,-0.045
0 days 00:00:05.128000,-0.05,-0.045
0 days 00:00:05.130000,-0.03,-0.045
0 days 00:00:05.132000,-0.03,-0.045
0 days 00:00:05.134000,-0.04,-0.04
0 days 00:00:05.136000,-0.05,-0.04
0 days 00:00:05.138000,-0.05,-0.035
0 days 00:00:05.140000,-0.06,-0.035
0 days 00:00:05.142000,-0.05,-0.03
0 days 00:00:05.144000,-0.045,-0.03
0 days 00:00:05.146000,-0.03,-0.03
0 days 00:00:05.148000,-0.015,-0.03
0 days 00:00:05.150000,-0.01,-0.03
0 days 00:00:05.152000,-0.03,-0.03
0 days 00:00:05.154000,-0.035,-0.03
0 days 00:00:05.156000,-0.035,-0.03
0 days 00:00:05.158000,-0.04,-0.03
0 days 00:00:05.160000,-0.04,-0.025
0 days 00:00:05.162000,-0.03,-0.02
0 days 00:00:05.164000,-0.015,-0.015
0 days 00:00:05.166000,-0.01,-0.01
0 days 00:00:05.168000,-0.005,-0.005
0 days 00:00:05.170000,0.01,-0.005
0 days 00:00:05.172000,0.005,0.0
0 days 00:00:05.174000,-0.02,0.0
0 days 00:00:05.176000,-0.03,0.0
0 days 00:00:05.178000,-0.04,0.0
0 days 00:00:05.180000,-0.045,0.0
0 days 00:00:05.182000,-0.045,0.0
0 days 00:00:05.184000,-0.02,0.0
0 days 00:00:05.186000,-0.01,0.0
0 days 00:00:05.188000,0.005,0.005
0 days 00:00:05.190000,0.02,0.005
0 days 00:00:05.192000,0.015,0.01
0 days 00:00:05.194000,0.0,0.015
0 days 00:00:05.196000,-0.005,0.015
0 days 00:00:05.198000,-0.015,0.02
0 days 00:00:05.200000,-0.01,0.02
0 days 00:00:05.202000,0.005,0.02
0 days 00:00:05.204000,0.015,0.025
0 days 00:00:05.206000,0.02,0.025
0 days 00:00:05.208000,0.03,0.025
0 days 00:00:05.210000,0.05,0.025
0 days 00:00:05.212000,0.035,0.03
0 days 00:00:05.214000,0.02,0.035
0 days 00:00:05.216000,0.025,0.04
0 days 00:00:05.218000,0.03,0.045
0 days 00:00:05.220000,0.03,0.05
0 days 00:00:05.222000,0.05,0.055
0 days 00:00:05.224000,0.06,0.06
0 days 00:00:05.226000,0.08,0.065
0 days 00:00:05.228000,0.085,0.07
0 days 00:00:05.230000,0.11,0.075
0 days 00:00:05.232000,0.1,0.08
0 days 00:00:05.234000,0.08,0.085
0 days 00:00:05.236000,0.075,0.09
0 days 00:00:05.238000,0.07,0.095
0 days 00:00:05.240000,0.08,0.1
0 days 00:00:05.242000,0.095,0.105
0 days 00:00:05.244000,0.115,0.115
0 days 00:00:05.246000,0.125,0.12
0 days 00:00:05.248000,0.15,0.13
0 days 00:00:05.250000,0.16,0.135
0 days 00:00:05.252000,0.16,0.145
0 days 00:00:05.254000,0.16,0.15
0 days 00:00:05.256000,0.145,0.16
0 days 00:00:05.258000,0.145,0.165
0 days 00:00:05.260000,0.135,0.17
0 days 00:00:05.262000,0.16,0.175
0 days 00:00:05.264000,0.175,0.175
0 days 00:00:05.266000,0.185,0.18
0 days 00:00:05.268000,0.19,0.185
0 days 00:00:05.270000,0.195,0.185
0 days 00:00:05.272000,0.19,0.185
0 days 00:00:05.274000,0.185,0.185
0 days 00:00:05.276000,0.175,0.185
0 days 00:00:05.278000,0.17,0.185
0 days 00:00:05.280000,0.165,0.185
0 days 00:00:05.282000,0.18,0.185
0 days 00:00:05.284000,0.175,0.185
0 days 00:00:05.286000,0.175,0.185
0 days 00:00:05.288000,0.17,0.185
0 days 00:00:05.290000,0.175,0.18
0 days 00:00:05.292000,0.155,0.18
0 days 00:00:05.294000,0.145,0.18
0 days 00:00:05.296000,0.13,0.175
0 days 00:00:05.298000,0.115,0.17
0 days 00:00:05.300000,0.105,0.165
0 days 00:00:05.302000,0.11,0.155
0 days 00:00:05.304000,0.115,0.145
0 days 00:00:05.306000,0.11,0.135
0 days 00:00:05.308000,0.11,0.125
0 days 00:00:05.310000,0.105,0.115
0 days 00:00:05.312000,0.08,0.105
0 days 00:00:05.314000,0.065,0.1
0 days 00:00:05.316000,0.045,0.09
0 days 00:00:05.318000,0.015,0.08
0 days 00:00:05.320000,0.01,0.07
0 days 00:00:05.322000,0.015,0.06
0 days 00:00:05.324000,0.015,0.05
0 days 00:00:05.326000,0.015,0.035
0 days 00:00:05.328000,0.0,0.025
0 days 00:00:05.330000,0.015,0.015
0 days 00:00:05.332000,0.015,0.005
0 days 00:00:05.334000,-0.02,0.0
0 days 00:00:05.336000,-0.035,-0.005
0 days 00:00:05.338000,-0.045,-0.005
0 days 00:00:05.340000,-0.04,-0.005
0 days 00:00:05.342000,-0.04,-0.005
0 days 00:00:05.344000,-0.035,-0.005
0 days 00:00:05.346000,-0.04,-0.005
0 days 00:00:05.348000,-0.025,-0.01
0 days 00:00:05.350000,-0.02,-0.015
0 days 00:00:05.352000,-0.045,-0.015
0 days 00:00:05.354000,-0.05,-0.02
0 days 00:00:05.356000,-0.065,-0.025
0 days 00:00:05.358000,-0.07,-0.03
0 days 00:00:05.360000,-0.065,-0.035
0 days 00:00:05.362000,-0.045,-0.035
0 days 00:00:05.364000,-0.045,-0.035
0 days 00:00:05.366000,-0.055,-0.035
0 days 00:00:05.368000,-0.045,-0.03
0 days 00:00:05.370000,-0.045,-0.03
0 days 00:00:05.372000,-0.055,-0.025
0 days 00:00:05.374000,-0.07,-0.025
0 days 00:00:05.376000,-0.08,-0.025
0 days 00:00:05.378000,-0.085,-0.025
0 days 00:00:05.380000,-0.085,-0.03
0 days 00:00:05.382000,-0.085,-0.035
0 days 00:00:05.384000,-0.06,-0.04
0 days 00:00:05.386000,-0.065,-0.045
0 days 00:00:05.388000,-0.045,-0.05
0 days 00:00:05.390000,-0.05,-0.055
0 days 00:00:05.392000,-0.06,-0.06
0 days 00:00:05.394000,-0.075,-0.065
0 days 00:00:05.396000,-0.09,-0.065
0 days 00:00:05.398000,-0.085,-0.06
0 days 00:00:05.400000,-0.07,-0.06
0 days 00:00:05.402000,-0.065,-0.055
0 days 00:00:05.404000,-0.06,-0.05
0 days 00:00:05.406000,-0.04,-0.05
0 days 00:00:05.408000,-0.045,-0.045
0 days 00:00:05.410000,-0.05,-0.04
0 days 00:00:05.412000,-0.055,-0.04
0 days 00:00:05.414000,-0.06,-0.035
0 days 00:00:05.416000,-0.07,-0.035
0 days 00:00:05.418000,-0.08,-0.03
0 days 00:00:05.420000,-0.075,-0.03
0 days 00:00:05.422000,-0.06,-0.03
0 days 00:00:05.424000,-0.065,-0.03
0 days 00:00:05.426000,-0.05,-0.03
0 days 00:00:05.428000,-0.03,-0.035
0 days 00:00:05.430000,-0.04,-0.035
0 days 00:00:05.432000,-0.055,-0.04
0 days 00:00:05.434000,-0.055,-0.04
0 days 00:00:05.436000,-0.055,-0.04
0 days 00:00:05.438000,-0.06,-0.04
0 days 00:00:05.440000,-0.06,-0.035
0 days 00:00:05.442000,-0.045,-0.035
0 days 00:00:05.444000,-0.025,-0.03
0 days 00:00:05.446000,-0.02,-0.025
0 days 00:00:05.448000,-0.01,-0.02
0 days 00:00:05.450000,-0.025,-0.015
0 days 00:00:05.452000,-0.055,-0.015
0 days 00:00:05.454000,-0.06,-0.015
0 days 00:00:05.456000,-0.065,-0.01
0 days 00:00:05.458000,-0.065,-0.01
0 days 00:00:05.460000,-0.055,-0.01
0 days 00:00:05.462000,-0.045,-0.01
0 days 00:00:05.464000,-0.035,-0.01
0 days 00:00:05.466000,-0.025,-0.01
0 days 00:00:05.468000,-0.025,-0.01
0 days 00:00:05.470000,-0.035,-0.01
0 days 00:00:05.472000,-0.05,-0.01
0 days 00:00:05.474000,-0.045,-0.015
0 days 00:00:05.476000,-0.05,-0.02
0 days 00:00:05.478000,-0.055,-0.02
0 days 00:00:05.480000,-0.05,-0.025
0 days 00:00:05.482000,-0.04,-0.025
0 days 00:00:05.484000,-0.025,-0.03
0 days 00:00:05.486000,-0.02,-0.03
0 days 00:00:05.488000,-0.015,-0.025
0 days 00:00:05.490000,-0.02,-0.025
0 days 00:00:05.492000,-0.035,-0.025
0 days 00:00:05.494000,-0.035,-0.025
0 days 00:00:05.496000,-0.045,-0.025
0 days 00:00:05.498000,-0.055,-0.025
0 days 00:00:05.500000,-0.045,-0.025
0 days 00:00:05.502000,-0.035,-0.03
0 days 00:00:05.504000,-0.035,-0.03
0 days 00:00:05.506000,-0.03,-0.035
0 days 00:00:05.508000,-0.025,-0.035
0 days 00:00:05.510000,-0.03,-0.035
0 days 00:00:05.512000,-0.045,-0.035
0 days 00:00:05.514000,-0.04,-0.035
0 days 00:00:05.516000,-0.05,-0.03
0 days 00:00:05.518000,-0.055,-0.025
0 days 00:00:05.520000,-0.06,-0.02
0 days 00:00:05.522000,-0.04,-0.02
0 days 00:00:05.524000,-0.03,-0.015
0 days 00:00:05.526000,-0.03,-0.015
0 days 00:00:05.528000,-0.03,-0.015
0 days 00:00:05.530000,-0.05,-0.015
0 days 00:00:05.532000,-0.055,-0.015
0 days 00:00:05.534000,-0.06,-0.015
0 days 00:00:05.536000,-0.06,-0.02
0 days 00:00:05.538000,-0.07,-0.02
0 days 00:00:05.540000,-0.06,-0.025
0 days 00:00:05.542000,-0.05,-0.025
0 days 00:00:05.544000,-0.045,-0.03
0 days 00:00:05.546000,-0.04,-0.03
0 days 00:00:05.548000,-0.03,-0.03
0 days 00:00:05.550000,-0.04,-0.035
0 days 00:00:05.552000,-0.06,-0.035
0 days 00:00:05.554000,-0.06,-0.04
0 days 00:00:05.556000,-0.065,-0.04
0 days 00:00:05.558000,-0.07,-0.04
0 days 00:00:05.560000,-0.065,-0.04
0 days 00:00:05.562000,-0.055,-0.04
0 days 00:00:05.564000,-0.045,-0.04
0 days 00:00:05.566000,-0.045,-0.04
0 days 00:00:05.568000,-0.045,-0.035
0 days 00:00:05.570000,-0.055,-0.035
0 days 00:00:05.572000,-0.05,-0.03
0 days 00:00:05.574000,-0.055,-0.03
0 days 00:00:05.576000,-0.07,-0.03
0 days 00:00:05.578000,-0.07,-0.03
0 days 00:00:05.580000,-0.065,-0.03
0 days 00:00:05.582000,-0.06,-0.035
0 days 00:00:05.584000,-0.045,-0.04
0 days 00:00:05.586000,-0.04,-0.04
0 days 00:00:05.588000,-0.05,-0.045
0 days 00:00:05.590000,-0.055,-0.045
0 days 00:00:05.592000,-0.05,-0.045
0 days 00:00:05.594000,-0.06,-0.04
0 days 00:00:05.596000,-0.07,-0.04
0 days 00:00:05.598000,-0.07,-0.035
0 days 00:00:05.600000,-0.06,-0.035
0 days 00:00:05.602000,-0.055,-0.035
0 days 00:00:05.604000,-0.055,-0.04
0 days 00:00:05.606000,-0.045,-0.045
0 days 00:00:05.608000,-0.055,-0.055
0 days 00:00:05.610000,-0.065,-0.06
0 days 00:00:05.612000,-0.07,-0.065
0 days 00:00:05.614000,-0.065,-0.065
0 days 00:00:05.616000,-0.075,-0.065
0 days 00:00:05.618000,-0.085,-0.065
0 days 00:00:05.620000,-0.07,-0.06
0 days 00:00:05.622000,-0.06,-0.055
0 days 00:00:05.624000,-0.05,-0.05
0 days 00:00:05.626000,-0.05,-0.045
0 days 00:00:05.628000,-0.045,-0.045
0 days 00:00:05.630000,-0.055,-0.045
0 days 00:00:05.632000,-0.065,-0.045
0 days 00:00:05.634000,-0.055,-0.045
0 days 00:00:05.636000,-0.065,-0.045
0 days 00:00:05.638000,-0.07,-0.05
0 days 00:00:05.640000,-0.055,-0.05
0 days 00:00:05.642000,-0.055,-0.05
0 days 00:00:05.644000,-0.06,-0.05
0 days 00:00:05.646000,-0.04,-0.05
0 days 00:00:05.648000,-0.03,-0.05
0 days 00:00:05.650000,-0.05,-0.05
0 days 00:00:05.652000,-0.065,-0.05
0 days 00:00:05.654000,-0.085,-0.05
0 days 00:00:05.656000,-0.065,-0.05
0 days 00:00:05.658000,-0.07,-0.05
0 days 00:00:05.660000,-0.06,-0.055
0 days 00:00:05.662000,-0.04,-0.055
0 days 00:00:05.664000,-0.045,-0.055
0 days 00:00:05.666000,-0.045,-0.055
0 days 00:00:05.668000,-0.04,-0.055
0 days 00:00:05.670000,-0.055,-0.055
0 days 00:00:05.672000,-0.065,-0.055
0 days 00:00:05.674000,-0.08,-0.055
0 days 00:00:05.676000,-0.09,-0.055
0 days 00:00:05.678000,-0.08,-0.05
0 days 00:00:05.680000,-0.065,-0.05
0 days 00:00:05.682000,-0.05,-0.045
0 days 00:00:05.684000,-0.05,-0.045
0 days 00:00:05.686000,-0.05,-0.045
0 days 00:00:05.688000,-0.055,-0.045
0 days 00:00:05.690000,-0.07,-0.05
0 days 00:00:05.692000,-0.06,-0.05
0 days 00:00:05.694000,-0.065,-0.055
0 days 00:00:05.696000,-0.065,-0.055
0 days 00:00:05.698000,-0.08,-0.06
0 days 00:00:05.700000,-0.065,-0.06
0 days 00:00:05.702000,-0.055,-0.06
0 days 00:00:05.704000,-0.045,-0.06
0 days 00:00:05.706000,-0.045,-0.06
0 days 00:00:05.708000,-0.045,-0.065
0 days 00:00:05.710000,-0.055,-0.065
0 days 00:00:05.712000,-0.065,-0.065
0 days 00:00:05.714000,-0.065,-0.07
0 days 00:00:05.716000,-0.075,-0.07
0 days 00:00:05.718000,-0.075,-0.07
0 days 00:00:05.720000,-0.065,-0.075
0 days 00:00:05.722000,-0.04,-0.07
0 days 00:00:05.724000,-0.04,-0.07
0 days 00:00:05.726000,-0.035,-0.065
0 days 00:00:05.728000,-0.04,-0.06
0 days 00:00:05.730000,-0.045,-0.06
0 days 00:00:05.732000,-0.06,-0.055
0 days 00:00:05.734000,-0.055,-0.055
0 days 00:00:05.736000,-0.075,-0.06
0 days 00:00:05.738000,-0.07,-0.06
0 days 00:00:05.740000,-0.055,-0.065
0 days 00:00:05.742000,-0.035,-0.075
0 days 00:00:05.744000,-0.045,-0.08
0 days 00:00:05.746000,-0.045,-0.085
0 days 00:00:05.748000,-0.055,-0.09
0 days 00:00:05.750000,-0.065,-0.09
0 days 00:00:05.752000,-0.07,-0.085
0 days 00:00:05.754000,-0.075,-0.08
0 days 00:00:05.756000,-0.09,-0.075
0 days 00:00:05.758000,-0.07,-0.07
0 days 00:00:05.760000,-0.055,-0.065
0 days 00:00:05.762000,-0.05,-0.06
0 days 00:00:05.764000,-0.04,-0.06
0 days 00:00:05.766000,-0.04,-0.065
0 days 00:00:05.768000,-0.04,-0.065
0 days 00:00:05.770000,-0.065,-0.07
0 days 00:00:05.772000,-0.06,-0.07
0 days 00:00:05.774000,-0.085,-0.07
0 days 00:00:05.776000,-0.075,-0.07
0 days 00:00:05.778000,-0.075,-0.07
0 days 00:00:05.780000,-0.05,-0.065
0 days 00:00:05.782000,-0.03,-0.06
0 days 00:00:05.784000,-0.01,-0.055
0 days 00:00:05.786000,0.0,-0.055
0 days 00:00:05.788000,-0.015,-0.055
0 days 00:00:05.790000,-0.025,-0.055
0 days 00:00:05.792000,-0.04,-0.055
0 days 00:00:05.794000,-0.05,-0.05
0 days 00:00:05.796000,-0.045,-0.05
0 days 00:00:05.798000,-0.035,-0.05
0 days 00:00:05.800000,-0.02,-0.045
0 days 00:00:05.802000,-0.01,-0.04
0 days 00:00:05.804000,0.0,-0.035
0 days 00:00:05.806000,0.02,-0.03
0 days 00:00:05.808000,-0.01,-0.025
0 days 00:00:05.810000,-0.02,-0.02
0 days 00:00:05.812000,-0.01,-0.02
0 days 00:00:05.814000,-0.01,-0.02
0 days 00:00:05.816000,-0.015,-0.02
0 days 00:00:05.818000,0.0,-0.02
0 days 00:00:05.820000,0.025,-0.02
0 days 00:00:05.822000,0.03,-0.015
0 days 00:00:05.824000,0.04,-0.005
0 days 00:00:05.826000,0.04,0.0
0 days 00:00:05.828000,0.05,0.015
0 days 00:00:05.830000,0.055,0.025
0 days 00:00:05.832000,0.07,0.035
0 days 00:00:05.834000,0.07,0.045
0 days 00:00:05.836000,0.075,0.055
0 days 00:00:05.838000,0.085,0.065
0 days 00:00:05.840000,0.105,0.07
0 days 00:00:05.842000,0.12,0.075
0 days 00:00:05.844000,0.13,0.08
0 days 00:00:05.846000,0.135,0.085
0 days 00:00:05.848000,0.115,0.09
0 days 00:00:05.850000,0.11,0.09
0 days 00:00:05.852000,0.1,0.095
0 days 00:00:05.854000,0.085,0.1
0 days 00:00:05.856000,0.08,0.1
0 days 00:00:05.858000,0.1,0.1
0 days 00:00:05.860000,0.1,0.1
0 days 00:00:05.862000,0.11,0.095
0 days 00:00:05.864000,0.105,0.09
0 days 00:00:05.866000,0.115,0.085
0 days 00:00:05.868000,0.105,0.08
0 days 00:00:05.870000,0.105,0.075
0 days 00:00:05.872000,0.09,0.075
0 days 00:00:05.874000,0.095,0.075
0 days 00:00:05.876000,0.08,0.075
0 days 00:00:05.878000,0.085,0.08
0 days 00:00:05.880000,0.105,0.085
0 days 00:00:05.882000,0.105,0.085
0 days 00:00:05.884000,0.12,0.09
0 days 00:00:05.886000,0.12,0.09
0 days 00:00:05.888000,0.11,0.09
0 days 00:00:05.890000,0.09,0.09
0 days 00:00:05.892000,0.09,0.09
0 days 00:00:05.894000,0.08,0.09
0 days 00:00:05.896000,0.065,0.085
0 days 00:00:05.898000,0.075,0.085
0 days 00:00:05.900000,0.09,0.085
0 days 00:00:05.902000,0.095,0.085
0 days 00:00:05.904000,0.095,0.08
0 days 00:00:05.906000,0.12,0.08
0 days 00:00:05.908000,0.1,0.08
0 days 00:00:05.910000,0.09,0.075
0 days 00:00:05.912000,0.1,0.075
0 days 00:00:05.914000,0.085,0.07
0 days 00:00:05.916000,0.07,0.07
0 days 00:00:05.918000,0.07,0.07
0 days 00:00:05.920000,0.085,0.07
0 days 00:00:05.922000,0.1,0.07
0 days 00:00:05.924000,0.1,0.07
0 days 00:00:05.926000,0.09,0.07
0 days 00:00:05.928000,0.1,0.07
0 days 00:00:05.930000,0.085,0.07
0 days 00:00:05.932000,0.085,0.07
0 days 00:00:05.934000,0.07,0.065
0 days 00:00:05.936000,0.07,0.065
0 days 00:00:05.938000,0.075,0.06
0 days 00:00:05.940000,0.075,0.055
0 days 00:00:05.942000,0.07,0.055
0 days 00:00:05.944000,0.085,0.05
0 days 00:00:05.946000,0.07,0.045
0 days 00:00:05.948000,0.07,0.04
0 days 00:00:05.950000,0.055,0.035
0 days 00:00:05.952000,0.045,0.03
0 days 00:00:05.954000,0.03,0.03
0 days 00:00:05.956000,0.03,0.03
0 days 00:00:05.958000,0.05,0.04
0 days 00:00:05.960000,0.08,0.06
0 days 00:00:05.962000,0.14,0.085
0 days 00:00:05.964000,0.215,0.13
0 days 00:00:05.966000,0.26,0.18
0 days 00:00:05.968000,0.305,0.25
0 days 00:00:05.970000,0.365,0.325
0 days 00:00:05.972000,0.415,0.415
0 days 00:00:05.974000,0.495,0.505
0 days 00:00:05.976000,0.595,0.595
0 days 00:00:05.978000,0.73,0.675
0 days 00:00:05.980000,0.85,0.74
0 days 00:00:05.982000,0.865,0.78
0 days 00:00:05.984000,0.86,0.795
0 days 00:00:05.986000,0.81,0.775
0 days 00:00:05.988000,0.73,0.725
0 days 00:00:05.990000,0.635,0.645
0 days 00:00:05.992000,0.545,0.545
0 days 00:00:05.994000,0.425,0.43
0 days 00:00:05.996000,0.315,0.31
0 days 00:00:05.998000,0.205,0.195
